Drug Name,Condition,Company,Is_Allowed
Buprenex,Any Condition,CIGNA-CNHIC,0
Buprenex,Any Condition,CIGNA-LOYAL,0
Buprenorphine,Any Condition,AETNA,0
Buprenorphine,Any Condition,CIGNA-CHLIC,0
Buprenorphine,Any Condition,ELIPS,0
Buprenorphine,Any Condition,LUMICO,0
Buprenorphine,Any Condition,CIGNA-CNHIC,0
Buprenorphine,Any Condition,CIGNA-LOYAL,0
Buprenorphine And Naloxone,Any Condition,AETNA,0
Buprenorphine And Naloxone,Any Condition,ELIPS,0
Buprenorphine And Naloxone,Any Condition,LUMICO,0
Burinex,Any Condition,ELIPS,0
Burinex,Any Condition,LUMICO,0
Busulfan,Any Condition,AETNA,0
Busulfan,Any Condition,ELIPS,0
Busulfan,Any Condition,LUMICO,0
Busulfex,Any Condition,AETNA,0
Busulfex,Any Condition,ELIPS,0
Busulfex,Any Condition,LUMICO,0
Butorphanol,Any Condition,CIGNA-CHLIC,0
Butorphanol,Any Condition,CIGNA-CNHIC,0
Butorphanol,Any Condition,CIGNA-LOYAL,0
Butrans,Any Condition,CIGNA-CHLIC,0
Butrans,Any Condition,CIGNA-CNHIC,0
Butrans,Any Condition,CIGNA-LOYAL,0
Cablivi,Any Condition,AETNA,0
Calcifediol,Any Condition,AETNA,1
Calcijex,Any Condition,AETNA,0
Calcijex,Any Condition,ELIPS,0
Calcijex,Any Condition,LUMICO,0
Calcitriol,Any Condition,AETNA,1
Calcitriol,Any Condition,BFAM,0
Calcitriol,Any Condition,ELIPS,0
Calcitriol,Any Condition,LUMICO,0
Calcium Acetate,Any Condition,AETNA,0
Campath,Any Condition,AETNA,0
Campath,Any Condition,ELIPS,0
Campath,Any Condition,LUMICO,0
Campral,Any Condition,AETNA,0
Campral,Any Condition,CIGNA-CHLIC,0
Campral,Any Condition,ELIPS,0
Campral,Any Condition,LUMICO,0
Campral,Any Condition,CIGNA-CNHIC,0
Campral,Any Condition,CIGNA-LOYAL,0
Canakinumab,Any Condition,CIGNA-CHLIC,0
Canakinumab,Any Condition,CIGNA-CNHIC,0
Canakinumab,Any Condition,CIGNA-LOYAL,0
Canasa,Any Condition,BFAM,0
Cannabis,Any Condition,AETNA,0
Capastat Sulfate,Any Condition,AETNA,1
Capecitabine,Any Condition,AETNA,0
Capecitabine,Any Condition,CIGNA-CHLIC,0
Capecitabine,Any Condition,ELIPS,0
Capecitabine,Any Condition,ELIPS,0
Capecitabine,Any Condition,LUMICO,0
Capecitabine,Any Condition,LUMICO,0
Capecitabine,Any Condition,CIGNA-CNHIC,0
Capecitabine,Any Condition,CIGNA-LOYAL,0
Capreomycin,Any Condition,AETNA,1
Caprylic Triglyceride,Any Condition,AETNA,0
Caprylidene,Any Condition,AETNA,0
Carac,Any Condition,ELIPS,0
Carac,Any Condition,LUMICO,0
Carbamazepine,Any Condition,CIGNA-CHLIC,0
Carbamazepine,Any Condition,CIGNA-CNHIC,0
Carbamazepine,Any Condition,CIGNA-LOYAL,0
Carbatrol,Any Condition,CIGNA-CHLIC,0
Carbatrol,Any Condition,CIGNA-CNHIC,0
Carbatrol,Any Condition,CIGNA-LOYAL,0
Carbidopa,Any Condition,BFAM,0
Carbidopa,Any Condition,ELIPS,0
Carbidopa,Any Condition,LUMICO,0
"Carbidopa, Entacopone And Levodopa",Any Condition,AETNA,0
Carbidopa And Levodopa,Any Condition,AETNA,0
Carboplatin,Any Condition,ELIPS,0
Carboplatin,Any Condition,LUMICO,0
Carimune,Any Condition,AETNA,0
Carimune NF,Any Condition,CIGNA-CHLIC,0
Carimune NF,Any Condition,CIGNA-CNHIC,0
Carimune NF,Any Condition,CIGNA-LOYAL,0
Cariprazine,Any Condition,AETNA,0
Cariprazine,Any Condition,CIGNA-CHLIC,0
Cariprazine,Any Condition,ELIPS,0
Cariprazine,Any Condition,LUMICO,0
Cariprazine,Any Condition,CIGNA-CNHIC,0
Cariprazine,Any Condition,CIGNA-LOYAL,0
Carvedilol,Any Condition,BFAM,0
Carvedilol,Any Condition,ELIPS,0
Carvedilol,Any Condition,LUMICO,0
Casodex,Any Condition,AETNA,0
Casodex,Any Condition,BFAM,0
Casodex,Any Condition,CIGNA-CHLIC,0
Casodex,Any Condition,ELIPS,0
Casodex,Any Condition,LUMICO,0
Casodex,Any Condition,CIGNA-CNHIC,0
Casodex,Any Condition,CIGNA-LOYAL,0
Cassipa,Any Condition,ELIPS,0
Cassipa,Any Condition,LUMICO,0
CDDP,Any Condition,ELIPS,0
CDDP,Any Condition,LUMICO,0
Ceenu,Any Condition,AETNA,0
Ceenu,Any Condition,CIGNA-CHLIC,0
Ceenu,Any Condition,CIGNA-CNHIC,0
Ceenu,Any Condition,CIGNA-LOYAL,0
CellCept,Any Condition,ELIPS,0
CellCept,Any Condition,LUMICO,0
CellCept,Any Condition,AETNA,0
CellCept,Any Condition,CIGNA-CHLIC,0
CellCept,Any Condition,CIGNA-CNHIC,0
CellCept,Any Condition,CIGNA-LOYAL,0
Cerefolin,Any Condition,CIGNA-CHLIC,0
Cerefolin,Any Condition,CIGNA-CNHIC,0
Cerefolin,Any Condition,CIGNA-LOYAL,0
Certolizumab,Any Condition,AETNA,0
Certolizumab,Any Condition,ELIPS,0
Certolizumab,Any Condition,LUMICO,0
Certolizumab Pegol,Any Condition,CIGNA-CHLIC,0
Certolizumab Pegol,Any Condition,CIGNA-CNHIC,0
Certolizumab Pegol,Any Condition,CIGNA-LOYAL,0
Cerubidine,Any Condition,AETNA,0
Cerubidine,Any Condition,ELIPS,0
Cerubidine,Any Condition,LUMICO,0
Cevimeline,Any Condition,AETNA,0
Chlorambucil,Any Condition,AETNA,0
Chlorambucil,Any Condition,CIGNA-CHLIC,0
Chlorambucil,Any Condition,ELIPS,0
Chlorambucil,Any Condition,LUMICO,0
Chlorambucil,Any Condition,CIGNA-CNHIC,0
Chlorambucil,Any Condition,CIGNA-LOYAL,0
Chlormethine,Any Condition,ELIPS,0
Chlormethine,Any Condition,LUMICO,0
Chlorpromazine,Any Condition,AETNA,0
Chlorpromazine,Any Condition,ELIPS,0
Chlorpromazine,Any Condition,LUMICO,0
Cilostazol,Any Condition,AETNA,0
Cilostazol,Any Condition,BFAM,0
Cilostazol,Any Condition,ELIPS,0
Cilostazol,Any Condition,LUMICO,0
Cimzia,Any Condition,AETNA,0
Cimzia,Any Condition,CIGNA-CHLIC,0
Cimzia,Any Condition,ELIPS,0
Cimzia,Any Condition,LUMICO,0
Cimzia,Any Condition,CIGNA-CNHIC,0
Cimzia,Any Condition,CIGNA-LOYAL,0
Cinacalcet,Any Condition,AETNA,1
Cinacalcet,Any Condition,ELIPS,0
Cinacalcet,Any Condition,LUMICO,0
Cisplatin,Any Condition,AETNA,0
Cisplatin,Any Condition,ELIPS,0
Cisplatin,Any Condition,LUMICO,0
Cladribine,Any Condition,AETNA,0
Clopidogrel,Any Condition,ELIPS,0
Clopidogrel,Any Condition,LUMICO,0
Clopidogrel And Bisulfate,Any Condition,ELIPS,0
Clopidogrel And Bisulfate,Any Condition,LUMICO,0
Clozapine,Any Condition,AETNA,0
Clozapine,Any Condition,CIGNA-CHLIC,0
Clozapine,Any Condition,ELIPS,0
Clozapine,Any Condition,LUMICO,0
Clozapine,Any Condition,CIGNA-CNHIC,0
Clozapine,Any Condition,CIGNA-LOYAL,0
Clozaril,Any Condition,AETNA,0
Clozaril,Any Condition,CIGNA-CHLIC,0
Clozaril,Any Condition,ELIPS,0
Clozaril,Any Condition,LUMICO,0
Clozaril,Any Condition,CIGNA-CNHIC,0
Clozaril,Any Condition,CIGNA-LOYAL,0
Cobicistat,Any Condition,AETNA,0
"Cobicistat, Elvitegravir, Emtricitabine, And Tenofovir",Any Condition,AETNA,0
Cogentin,Any Condition,BFAM,0
Cogentin,Any Condition,ELIPS,0
Cogentin,Any Condition,LUMICO,0
Cognex,Any Condition,AETNA,0
Cognex,Any Condition,ELIPS,0
Cognex,Any Condition,LUMICO,0
Comantan,Any Condition,ELIPS,0
Comantan,Any Condition,LUMICO,0
Combivent,Any Condition,BFAM,0
Combivir,Any Condition,AETNA,0
Combivir,Any Condition,ELIPS,0
Combivir,Any Condition,LUMICO,0
Compazine,Any Condition,AETNA,0
Copaxone,Any Condition,AETNA,0
Copaxone,Any Condition,CIGNA-CHLIC,0
Copaxone,Any Condition,ELIPS,0
Copaxone,Any Condition,LUMICO,0
Copaxone,Any Condition,CIGNA-CNHIC,0
Copaxone,Any Condition,CIGNA-LOYAL,0
Copegus,Any Condition,AETNA,0
Cordarone,Any Condition,AETNA,0
Coreg,Any Condition,BFAM,0
Coreg,Any Condition,ELIPS,0
Coreg,Any Condition,LUMICO,0
Coreg CR,Any Condition,ELIPS,0
Coreg CR,Any Condition,LUMICO,0
Corlanor,Any Condition,AETNA,0
Cosentyx,Any Condition,CIGNA-CHLIC,0
Cosentyx,Any Condition,CIGNA-CNHIC,0
Cosentyx,Any Condition,CIGNA-LOYAL,0
Cosmegen,Any Condition,AETNA,0
Cosmegen,Any Condition,ELIPS,0
Cosmegen,Any Condition,LUMICO,0
Cotazym,Any Condition,AETNA,0
Coumadin,Any Condition,ELIPS,0
Coumadin,Any Condition,LUMICO,0
Cozaar,Any Condition,ELIPS,0
Cozaar,Any Condition,LUMICO,0
Creon,Any Condition,AETNA,0
Creon,Any Condition,CIGNA-CHLIC,0
Creon,Any Condition,CIGNA-CNHIC,0
Creon,Any Condition,CIGNA-LOYAL,0
Crixivan,Any Condition,AETNA,0
Crixivan,Any Condition,ELIPS,0
Crixivan,Any Condition,LUMICO,0
Crizanlizumab,Any Condition,AETNA,0
Cutaquig,Any Condition,CIGNA-CHLIC,0
Cutaquig,Any Condition,CIGNA-CNHIC,0
Cutaquig,Any Condition,CIGNA-LOYAL,0
CuuNu,Any Condition,ELIPS,0
CuuNu,Any Condition,LUMICO,0
Cuvitru,Any Condition,CIGNA-CHLIC,0
Cuvitru,Any Condition,CIGNA-CNHIC,0
Cuvitru,Any Condition,CIGNA-LOYAL,0
Cyclophosphamide,Any Condition,AETNA,0
Cyclophosphamide,Any Condition,CIGNA-CHLIC,0
Cyclophosphamide,Any Condition,CIGNA-CNHIC,0
Cyclophosphamide,Any Condition,CIGNA-LOYAL,0
Cycloserine,Any Condition,AETNA,1
Cycloset,Any Condition,AETNA,0
Cyclosporine,Any Condition,AETNA,0
Cyclosporine,Any Condition,CIGNA-CHLIC,0
Cyclosporine,Any Condition,ELIPS,0
Cyclosporine,Any Condition,LUMICO,0
Cyclosporine,Any Condition,CIGNA-CNHIC,0
Cyclosporine,Any Condition,CIGNA-LOYAL,0
Cytarabine,Any Condition,AETNA,0
Cytarabine,Any Condition,ELIPS,0
Cytarabine,Any Condition,LUMICO,0
Cytosar,Any Condition,AETNA,0
Cytosar,Any Condition,ELIPS,0
Cytosar,Any Condition,LUMICO,0
Cytosar-U,Any Condition,AETNA,0
Cytoxan,Any Condition,AETNA,0
Cytoxan,Any Condition,CIGNA-CHLIC,0
Cytoxan,Any Condition,CIGNA-CNHIC,0
Cytoxan,Any Condition,CIGNA-LOYAL,0
D4T,Any Condition,ELIPS,0
D4T,Any Condition,LUMICO,0
Dabigatran,Any Condition,AETNA,0
Dabigatran,Any Condition,ELIPS,0
Dabigatran,Any Condition,LUMICO,0
Daclatasvir,Any Condition,AETNA,0
Dactinomycin,Any Condition,AETNA,0
Dactinomycin,Any Condition,ELIPS,0
Dactinomycin,Any Condition,LUMICO,0
Dalfampridine,Any Condition,AETNA,0
Dalfampridine,Any Condition,CIGNA-CHLIC,0
Dalfampridine,Any Condition,ELIPS,0
Dalfampridine,Any Condition,LUMICO,0
Dalfampridine,Any Condition,CIGNA-CNHIC,0
Dalfampridine,Any Condition,CIGNA-LOYAL,0
Dantrium,Any Condition,AETNA,0
Dantrolene,Any Condition,AETNA,0
Dapagliflozin,Any Condition,ELIPS,0
Dapagliflozin,Any Condition,LUMICO,0
Daratumumab,Any Condition,CIGNA-CHLIC,0
Daratumumab,Any Condition,CIGNA-CNHIC,0
Daratumumab,Any Condition,CIGNA-LOYAL,0
Darbepoetin Alfa,Any Condition,AETNA,0
Darbepoetin Alfa,Any Condition,CIGNA-CHLIC,0
Darbepoetin Alfa,Any Condition,CIGNA-CNHIC,0
Darbepoetin Alfa,Any Condition,CIGNA-LOYAL,0
Darunavir,Any Condition,AETNA,0
Darzalex Faspro,Any Condition,CIGNA-CHLIC,0
Darzalex Faspro,Any Condition,CIGNA-CNHIC,0
Darzalex Faspro,Any Condition,CIGNA-LOYAL,0
Dasabuvir,Any Condition,AETNA,0
"Dasabuvir, Ombitasvir, Paritaprevir, And Ritonavir",Any Condition,AETNA,0
Daunorubicin,Any Condition,AETNA,0
Daunorubicin,Any Condition,ELIPS,0
Daunorubicin,Any Condition,LUMICO,0
Dazidox,Any Condition,AETNA,0
Dazidox,Any Condition,ELIPS,0
Dazidox,Any Condition,LUMICO,0
DDC,Any Condition,ELIPS,0
DDC,Any Condition,LUMICO,0
Decadron,Any Condition,AETNA,0
Decadron,Any Condition,ELIPS,0
Decadron,Any Condition,LUMICO,0
Degarelix,Any Condition,CIGNA-CHLIC,0
Degarelix,Any Condition,CIGNA-CNHIC,0
Degarelix,Any Condition,CIGNA-LOYAL,0
Demadex,Any Condition,ELIPS,0
Demadex,Any Condition,LUMICO,0
Demadex (More Than 10 Mg),Any Condition,AETNA,0
Demerol,Any Condition,AETNA,0
Demerol,Any Condition,CIGNA-CHLIC,0
Demerol,Any Condition,ELIPS,0
Demerol,Any Condition,LUMICO,0
Demerol,Any Condition,CIGNA-CNHIC,0
Demerol,Any Condition,CIGNA-LOYAL,0
Depade,Any Condition,AETNA,0
Depade,Any Condition,CIGNA-CHLIC,0
Depade,Any Condition,ELIPS,0
Depade,Any Condition,LUMICO,0
Depade,Any Condition,CIGNA-CNHIC,0
Depade,Any Condition,CIGNA-LOYAL,0
Depakote,Any Condition,BFAM,0
Depodur,Any Condition,ELIPS,0
Depodur,Any Condition,LUMICO,0
DepoMedrol,Any Condition,ELIPS,0
DepoMedrol,Any Condition,LUMICO,0
DES,Any Condition,ELIPS,0
DES,Any Condition,LUMICO,0
Descovy,Any Condition,AETNA,0
Deutetrabenzine,Any Condition,AETNA,0
Dexamethasone Intensol,Any Condition,ELIPS,0
Dexamethasone Intensol,Any Condition,LUMICO,0
Dexasone,Any Condition,ELIPS,0
Dexasone,Any Condition,LUMICO,0
Dialyvite,Any Condition,CIGNA-CHLIC,0
Dialyvite,Any Condition,CIGNA-CNHIC,0
Dialyvite,Any Condition,CIGNA-LOYAL,0
Didanosine,Any Condition,AETNA,0
Dideoxyinosine,Any Condition,AETNA,0
Didronel,Any Condition,AETNA,0
Digoxin,Any Condition,ELIPS,0
Digoxin,Any Condition,LUMICO,0
Dilantin,Any Condition,CIGNA-CHLIC,0
Dilantin,Any Condition,CIGNA-CNHIC,0
Dilantin,Any Condition,CIGNA-LOYAL,0
Dilaudid,Any Condition,AETNA,0
Dilaudid,Any Condition,CIGNA-CHLIC,0
Dilaudid,Any Condition,ELIPS,0
Dilaudid,Any Condition,LUMICO,0
Dilaudid,Any Condition,CIGNA-CNHIC,0
Dilaudid,Any Condition,CIGNA-LOYAL,0
Dimethyl Fumarate,Any Condition,AETNA,0
Dipentum,Any Condition,BFAM,0
Diroximel Fumarate,Any Condition,AETNA,0
Disipal,Any Condition,AETNA,0
Diskets,Any Condition,AETNA,0
Diskets,Any Condition,ELIPS,0
Diskets,Any Condition,LUMICO,0
Disopyramide,Any Condition,AETNA,0
Disulfiram,Any Condition,AETNA,0
Disulfiram,Any Condition,CIGNA-CHLIC,0
Disulfiram,Any Condition,ELIPS,0
Disulfiram,Any Condition,LUMICO,0
Disulfiram,Any Condition,CIGNA-CNHIC,0
Disulfiram,Any Condition,CIGNA-LOYAL,0
Divalproex,Any Condition,BFAM,0
Docefrez,Any Condition,AETNA,0
Docefrez,Any Condition,ELIPS,0
Docefrez,Any Condition,LUMICO,0
Docetaxel,Any Condition,AETNA,0
Docetaxel,Any Condition,ELIPS,0
Docetaxel,Any Condition,LUMICO,0
Dofetilide,Any Condition,AETNA,0
Dolophine,Any Condition,AETNA,0
Dolophine,Any Condition,CIGNA-CHLIC,0
Dolophine,Any Condition,ELIPS,0
Dolophine,Any Condition,LUMICO,0
Dolophine,Any Condition,CIGNA-CNHIC,0
Dolophine,Any Condition,CIGNA-LOYAL,0
Dolutegravir,Any Condition,AETNA,0
Donepezil,Any Condition,AETNA,0
Donepezil,Any Condition,CIGNA-CHLIC,0
Donepezil,Any Condition,ELIPS,0
Donepezil,Any Condition,LUMICO,0
Donepezil,Any Condition,CIGNA-CNHIC,0
Donepezil,Any Condition,CIGNA-LOYAL,0
Donepezil And Memantine,Any Condition,AETNA,0
Dopar,Any Condition,ELIPS,0
Dopar,Any Condition,LUMICO,0
Dovato,Any Condition,AETNA,0
Doxorubicin,Any Condition,AETNA,0
Doxorubicin,Any Condition,ELIPS,0
Doxorubicin,Any Condition,LUMICO,0
Dronabinol,Any Condition,AETNA,0
Dronedarone,Any Condition,AETNA,0
Droxia,Any Condition,AETNA,0
Droxia,Any Condition,CIGNA-CHLIC,0
Droxia,Any Condition,ELIPS,0
Droxia,Any Condition,LUMICO,0
Droxia,Any Condition,CIGNA-CNHIC,0
Droxia,Any Condition,CIGNA-LOYAL,0
Duopa,Any Condition,AETNA,0
Dupilumab,Any Condition,CIGNA-CHLIC,0
Dupilumab,Any Condition,CIGNA-CNHIC,0
Dupilumab,Any Condition,CIGNA-LOYAL,0
Dupixent,Any Condition,CIGNA-CHLIC,0
Dupixent,Any Condition,CIGNA-CNHIC,0
Dupixent,Any Condition,CIGNA-LOYAL,0
Duragesic,Any Condition,AETNA,0
Duragesic,Any Condition,CIGNA-CHLIC,0
Duragesic,Any Condition,ELIPS,0
Duragesic,Any Condition,LUMICO,0
Duragesic,Any Condition,CIGNA-CNHIC,0
Duragesic,Any Condition,CIGNA-LOYAL,0
Duramorph,Any Condition,CIGNA-CHLIC,0
Duramorph,Any Condition,ELIPS,0
Duramorph,Any Condition,LUMICO,0
Duramorph,Any Condition,CIGNA-CNHIC,0
Duramorph,Any Condition,CIGNA-LOYAL,0
Duvoid,Any Condition,AETNA,0
Dygase,Any Condition,AETNA,0
Ebixa,Any Condition,CIGNA-CHLIC,0
Ebixa,Any Condition,CIGNA-CNHIC,0
Ebixa,Any Condition,CIGNA-LOYAL,0
Edaravone,Any Condition,AETNA,0
Edecrin (More Than 50 Mg),Any Condition,AETNA,0
Edrophonium,Any Condition,AETNA,0
Efavirenz,Any Condition,AETNA,0
Efavirenz,Any Condition,CIGNA-CHLIC,0
Efavirenz,Any Condition,ELIPS,0
Efavirenz,Any Condition,LUMICO,0
Efavirenz,Any Condition,CIGNA-CNHIC,0
Efavirenz,Any Condition,CIGNA-LOYAL,0
"Efavirenz, Emtricitabine, And Tenofovir",Any Condition,AETNA,0
Eflapegrastim-XNST,Any Condition,CIGNA-CHLIC,0
Eflapegrastim-XNST,Any Condition,CIGNA-CNHIC,0
Eflapegrastim-XNST,Any Condition,CIGNA-LOYAL,0
Efudex,Any Condition,AETNA,0
Efudex,Any Condition,ELIPS,0
Efudex,Any Condition,LUMICO,0
Elbasvir,Any Condition,AETNA,0
Elbasvir And Grazoprevir,Any Condition,AETNA,0
Eldepryl,Any Condition,ELIPS,0
Eldepryl,Any Condition,LUMICO,0
Elepsia XR,Any Condition,CIGNA-CHLIC,0
Elepsia XR,Any Condition,CIGNA-CNHIC,0
Elepsia XR,Any Condition,CIGNA-LOYAL,0
Eligard,Any Condition,AETNA,0
Eligard,Any Condition,CIGNA-CHLIC,0
Eligard,Any Condition,CIGNA-CNHIC,0
Eligard,Any Condition,CIGNA-LOYAL,0
Eliphos,Any Condition,AETNA,0
Eliquis,Any Condition,ELIPS,0
Eliquis,Any Condition,LUMICO,0
Eloxatin,Any Condition,AETNA,0
Eloxatin,Any Condition,ELIPS,0
Eloxatin,Any Condition,LUMICO,0
Embeda,Any Condition,AETNA,0
Embeda,Any Condition,CIGNA-CHLIC,0
Embeda,Any Condition,ELIPS,0
Embeda,Any Condition,LUMICO,0
Embeda,Any Condition,CIGNA-CNHIC,0
Embeda,Any Condition,CIGNA-LOYAL,0
Emcyt,Any Condition,AETNA,0
Emcyt,Any Condition,CIGNA-CHLIC,0
Emcyt,Any Condition,ELIPS,0
Emcyt,Any Condition,LUMICO,0
Emcyt,Any Condition,CIGNA-CNHIC,0
Emcyt,Any Condition,CIGNA-LOYAL,0
Empaveli,Any Condition,CIGNA-CHLIC,0
Empaveli,Any Condition,CIGNA-CNHIC,0
Empaveli,Any Condition,CIGNA-LOYAL,0
Emsam,Any Condition,ELIPS,0
Emsam,Any Condition,LUMICO,0
Emtricitabine,Any Condition,CIGNA-CHLIC,0
Emtricitabine,Any Condition,CIGNA-CNHIC,0
Emtricitabine,Any Condition,CIGNA-LOYAL,0
Emtricitabine,Any Condition,AETNA,0
Emtriva,Any Condition,AETNA,0
Emtriva,Any Condition,CIGNA-CHLIC,0
Emtriva,Any Condition,CIGNA-CNHIC,0
Emtriva,Any Condition,CIGNA-LOYAL,0
Emtriva,Any Condition,ELIPS,0
Emtriva,Any Condition,LUMICO,0
Enbrel,Any Condition,CIGNA-CHLIC,0
Enbrel,Any Condition,CIGNA-CNHIC,0
Enbrel,Any Condition,CIGNA-LOYAL,0
Enbrel,Any Condition,AETNA,0
Enbrel,Any Condition,ELIPS,0
Enbrel,Any Condition,LUMICO,0
Enbrel Mini,Any Condition,CIGNA-CHLIC,0
Enbrel Mini,Any Condition,CIGNA-CNHIC,0
Enbrel Mini,Any Condition,CIGNA-LOYAL,0
Enbrel Sureclick,Any Condition,CIGNA-CHLIC,0
Enbrel Sureclick,Any Condition,CIGNA-CNHIC,0
Enbrel Sureclick,Any Condition,CIGNA-LOYAL,0
Encron-10,Any Condition,AETNA,0
Endari,Any Condition,AETNA,0
Endocet,Any Condition,AETNA,0
Endoxan,Any Condition,CIGNA-CHLIC,0
Endoxan,Any Condition,CIGNA-CNHIC,0
Endoxan,Any Condition,CIGNA-LOYAL,0
Enlon,Any Condition,AETNA,0
Enspryng,Any Condition,CIGNA-CHLIC,0
Enspryng,Any Condition,CIGNA-CNHIC,0
Enspryng,Any Condition,CIGNA-LOYAL,0
Entacapone,Any Condition,ELIPS,0
Entacapone,Any Condition,LUMICO,0
Entecavir,Any Condition,AETNA,0
Entecavir,Any Condition,CIGNA-CHLIC,0
Entecavir,Any Condition,ELIPS,0
Entecavir,Any Condition,LUMICO,0
Entecavir,Any Condition,CIGNA-CNHIC,0
Entecavir,Any Condition,CIGNA-LOYAL,0
Entresto,Any Condition,AETNA,0
Entresto,Any Condition,BFAM,0
Entresto,Any Condition,ELIPS,0
Entresto,Any Condition,LUMICO,0
Enulose,Any Condition,ELIPS,0
Enulose,Any Condition,LUMICO,0
Envarsus,Any Condition,AETNA,0
Envarsus XR,Any Condition,CIGNA-CHLIC,0
Envarsus XR,Any Condition,CIGNA-CNHIC,0
Envarsus XR,Any Condition,CIGNA-LOYAL,0
Enzalutamide,Any Condition,AETNA,0
Enzalutamide,Any Condition,ELIPS,0
Enzalutamide,Any Condition,LUMICO,0
Epclusa,Any Condition,AETNA,0
Epclusa,Any Condition,ELIPS,0
Epclusa,Any Condition,LUMICO,0
Epitol,Any Condition,CIGNA-CHLIC,0
Epitol,Any Condition,CIGNA-CNHIC,0
Epitol,Any Condition,CIGNA-LOYAL,0
Epivir,Any Condition,AETNA,0
Epivir,Any Condition,CIGNA-CHLIC,0
Epivir,Any Condition,CIGNA-CNHIC,0
Epivir,Any Condition,CIGNA-LOYAL,0
Eplerenone,Any Condition,BFAM,0
Epoetin Alfa,Any Condition,AETNA,0
Epoetin Alfa,Any Condition,CIGNA-CHLIC,0
Epoetin Alfa,Any Condition,CIGNA-CNHIC,0
Epoetin Alfa,Any Condition,CIGNA-LOYAL,0
Epogen,Any Condition,AETNA,0
Epogen,Any Condition,CIGNA-CHLIC,0
Epogen,Any Condition,ELIPS,0
Epogen,Any Condition,LUMICO,0
Epogen,Any Condition,CIGNA-CNHIC,0
Epogen,Any Condition,CIGNA-LOYAL,0
Epzicom,Any Condition,AETNA,0
Equetro,Any Condition,CIGNA-CHLIC,0
Equetro,Any Condition,CIGNA-CNHIC,0
Equetro,Any Condition,CIGNA-LOYAL,0
Erdafitinib,Any Condition,AETNA,0
Ergoloid Mesylates,Any Condition,ELIPS,0
Ergoloid Mesylates,Any Condition,LUMICO,0
Ergoloid Mesylates,Any Condition,AETNA,0
Ergoloid Mesylates,Any Condition,CIGNA-CHLIC,0
Ergoloid Mesylates,Any Condition,CIGNA-CNHIC,0
Ergoloid Mesylates,Any Condition,CIGNA-LOYAL,0
Erleada,Any Condition,AETNA,0
Erlotinib,Any Condition,AETNA,0
Erlotinib,Any Condition,CIGNA-CHLIC,0
Erlotinib,Any Condition,ELIPS,0
Erlotinib,Any Condition,LUMICO,0
Erlotinib,Any Condition,CIGNA-CNHIC,0
Erlotinib,Any Condition,CIGNA-LOYAL,0
Erythropoietin,Any Condition,AETNA,0
Eskalith,Any Condition,AETNA,0
Eskalith,Any Condition,CIGNA-CHLIC,0
Eskalith,Any Condition,ELIPS,0
Eskalith,Any Condition,LUMICO,0
Eskalith,Any Condition,CIGNA-CNHIC,0
Eskalith,Any Condition,CIGNA-LOYAL,0
Esperoct,Any Condition,AETNA,0
Estramustine,Any Condition,AETNA,0
Estramustine,Any Condition,CIGNA-CHLIC,0
Estramustine,Any Condition,ELIPS,0
Estramustine,Any Condition,LUMICO,0
Estramustine,Any Condition,CIGNA-CNHIC,0
Estramustine,Any Condition,CIGNA-LOYAL,0
Etanercept,Any Condition,AETNA,0
Etanercept,Any Condition,CIGNA-CHLIC,0
Etanercept,Any Condition,ELIPS,0
Etanercept,Any Condition,LUMICO,0
Etanercept,Any Condition,CIGNA-CNHIC,0
Etanercept,Any Condition,CIGNA-LOYAL,0
Ethacrynic Acid (More Than 50 Mg),Any Condition,AETNA,0
Ethionamide,Any Condition,AETNA,1
Eth-Oxydose,Any Condition,AETNA,0
Etidronate,Any Condition,AETNA,0
Etidronic Acid,Any Condition,AETNA,0
Etopophos,Any Condition,AETNA,0
Etopophos,Any Condition,CIGNA-CHLIC,0
Etopophos,Any Condition,CIGNA-CNHIC,0
Etopophos,Any Condition,CIGNA-LOYAL,0
Etoposide,Any Condition,AETNA,0
Etoposide,Any Condition,CIGNA-CHLIC,0
Etoposide,Any Condition,ELIPS,0
Etoposide,Any Condition,LUMICO,0
Etoposide,Any Condition,CIGNA-CNHIC,0
Etoposide,Any Condition,CIGNA-LOYAL,0
Etrafon Forte,Any Condition,AETNA,0
Etravirine,Any Condition,CIGNA-CHLIC,0
Etravirine,Any Condition,CIGNA-CNHIC,0
Etravirine,Any Condition,CIGNA-LOYAL,0
Eulexin,Any Condition,AETNA,0
Eulexin,Any Condition,CIGNA-CHLIC,0
Eulexin,Any Condition,ELIPS,0
Eulexin,Any Condition,LUMICO,0
Eulexin,Any Condition,CIGNA-CNHIC,0
Eulexin,Any Condition,CIGNA-LOYAL,0
Everolimus,Any Condition,AETNA,0
Everolimus,Any Condition,CIGNA-CHLIC,0
Everolimus,Any Condition,ELIPS,0
Everolimus,Any Condition,LUMICO,0
Everolimus,Any Condition,CIGNA-CNHIC,0
Everolimus,Any Condition,CIGNA-LOYAL,0
Evomela,Any Condition,CIGNA-CHLIC,0
Evomela,Any Condition,CIGNA-CNHIC,0
Evomela,Any Condition,CIGNA-LOYAL,0
Evoxac,Any Condition,AETNA,0
Exalgo,Any Condition,CIGNA-CHLIC,0
Exalgo,Any Condition,ELIPS,0
Exalgo,Any Condition,LUMICO,0
